Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-05-08 00:00:00+00:00,0.006901999935507774,0.008139999583363533,0.004042999818921089,0.007226999849081039,22476289,0.0,0.0
2025-05-09 00:00:00+00:00,0.0072280000895261765,0.011525999754667282,0.0053889998234808445,0.008592000231146812,25501730,0.0,0.0
2025-05-10 00:00:00+00:00,0.008592000231146812,0.010912000201642513,0.004095999989658594,0.004310000222176313,15674215,0.0,0.0
2025-05-11 00:00:00+00:00,0.0043299999088048935,0.005162999965250492,0.0027630000840872526,0.003028000006452203,12815142,0.0,0.0
2025-05-12 00:00:00+00:00,0.003029000014066696,0.0035349999088793993,0.0018370000179857016,0.002007999923080206,18075997,0.0,0.0
2025-05-13 00:00:00+00:00,0.0020089999306946993,0.0023590000346302986,0.0016060000052675605,0.002357000019401312,13797968,0.0,0.0
2025-05-14 00:00:00+00:00,0.002360000042244792,0.002360000042244792,0.00164899998344481,0.0020860000513494015,8507367,0.0,0.0
2025-05-15 00:00:00+00:00,0.0020860000513494015,0.002196999965235591,0.0016380000161007047,0.0017190000507980585,6765614,0.0,0.0
2025-05-16 00:00:00+00:00,0.0017190000507980585,0.0017500000540167093,0.001563000027090311,0.0016329999780282378,3578460,0.0,0.0
2025-05-17 00:00:00+00:00,0.0016329999780282378,0.0016349999932572246,0.0014049999881535769,0.0014380000066012144,3411946,0.0,0.0
2025-05-18 00:00:00+00:00,0.0014380000066012144,0.002099999925121665,0.0014260000316426158,0.00165200000628829,5602141,0.0,0.0
2025-05-19 00:00:00+00:00,0.00165200000628829,0.001661999966017902,0.0014250000240281224,0.001471000025048852,3972169,0.0,0.0
2025-05-20 00:00:00+00:00,0.001471000025048852,0.001500000013038516,0.0013599999947473407,0.001424000016413629,3072897,0.0,0.0
2025-05-21 00:00:00+00:00,0.001424000016413629,0.0014959999825805426,0.0012049999786540866,0.0012779999524354935,5406466,0.0,0.0
2025-05-22 00:00:00+00:00,0.0012779999524354935,0.0013379999436438084,0.0011259999591857195,0.0012929999502375722,5661785,0.0,0.0
2025-05-23 00:00:00+00:00,0.0012929999502375722,0.001357999979518354,0.0011549999471753836,0.0012570000253617764,7833533,0.0,0.0
2025-05-24 00:00:00+00:00,0.0012570000253617764,0.0015670000575482845,0.001221999991685152,0.001383999944664538,3204653,0.0,0.0
2025-05-25 00:00:00+00:00,0.001383999944664538,0.0027050001081079245,0.0013510000426322222,0.0020439999643713236,6016498,0.0,0.0
2025-05-27 00:00:00+00:00,0.003319352865219116,0.003319352865219116,0.002997269155457616,0.00313716777600348,7651520,0.0,0.0
